Дата;  1-кімнатна ; 2-кімнатна ; 3-кімнатна ; Курс долара 
09.09.16; 5 573,00 ? ; 8 422,00 ? ; 13 159,00 ? ; 26,67 ? 
10.09.16; 5 572,00 ? ; 8 451,00 ? ; 13 183,00 ? ; 26,67 ? 
11.09.16; 5 569,00 ? ; 8 477,00 ? ; 13 203,00 ? ; 26,67 ? 
12.09.16; 5 563,00 ? ; 8 499,00 ? ; 13 218,00 ? ; 26,63 ? 
13.09.16; 5 558,00 ? ; 8 516,00 ? ; 13 229,00 ? ; 26,43 ? 
14.09.16; 5 551,00 ? ; 8 526,00 ? ; 13 234,00 ? ; 26,33 ? 
15.09.16; 5 544,00 ? ; 8 527,00 ? ; 13 231,00 ? ; 26,21 ? 
16.09.16; 5 538,00 ? ; 8 522,00 ? ; 13 218,00 ? ; 25,90 ? 
17.09.16; 5 532,00 ? ; 8 511,00 ? ; 13 201,00 ? ; 25,90 ? 
18.09.16; 5 528,00 ? ; 8 495,00 ? ; 13 184,00 ? ; 25,90 ? 
19.09.16; 5 523,00 ? ; 8 475,00 ? ; 13 167,00 ? ; 25,77 ? 
20.09.16; 5 520,00 ? ; 8 453,00 ? ; 13 150,00 ? ; 25,81 ? 
21.09.16; 5 517,00 ? ; 8 428,00 ? ; 13 132,00 ? ; 25,97 ? 
22.09.16; 5 513,00 ? ; 8 404,00 ? ; 13 114,00 ? ; 25,92 ? 
23.09.16; 5 510,00 ? ; 8 381,00 ? ; 13 096,00 ? ; 25,99 ? 
24.09.16; 5 507,00 ? ; 8 360,00 ? ; 13 078,00 ? ; 25,99 ? 
25.09.16; 5 504,00 ? ; 8 339,00 ? ; 13 060,00 ? ; 25,99 ? 
26.09.16; 5 503,00 ? ; 8 320,00 ? ; 13 043,00 ? ; 25,90 ? 
27.09.16; 5 502,00 ? ; 8 303,00 ? ; 13 028,00 ? ; 25,83 ? 
28.09.16; 5 501,00 ? ; 8 290,00 ? ; 13 015,00 ? ; 25,90 ? 
29.09.16; 5 501,00 ? ; 8 282,00 ? ; 13 004,00 ? ; 25,91 ? 
30.09.16; 5 502,00 ? ; 8 280,00 ? ; 12 997,00 ? ; 25,94 ? 
01.10.16; 5 502,00 ? ; 8 283,00 ? ; 12 994,00 ? ; 25,94 ? 
02.10.16; 5 503,00 ? ; 8 286,00 ? ; 12 993,00 ? ; 25,94 ? 
03.10.16; 5 504,00 ? ; 8 290,00 ? ; 12 992,00 ? ; 25,92 ? 
04.10.16; 5 506,00 ? ; 8 296,00 ? ; 12 991,00 ? ; 25,86 ? 
05.10.16; 5 509,00 ? ; 8 301,00 ? ; 12 990,00 ? ; 25,90 ? 
06.10.16; 5 512,00 ? ; 8 306,00 ? ; 12 989,00 ? ; 25,89 ? 
07.10.16; 5 516,00 ? ; 8 308,00 ? ; 12 987,00 ? ; 25,84 ? 
08.10.16; 5 521,00 ? ; 8 308,00 ? ; 12 984,00 ? ; 25,84 ? 
09.10.16; 5 525,00 ? ; 8 303,00 ? ; 12 981,00 ? ; 25,84 ? 
10.10.16; 5 529,00 ? ; 8 296,00 ? ; 12 976,00 ? ; 25,83 ? 
11.10.16; 5 532,00 ? ; 8 287,00 ? ; 12 971,00 ? ; 25,85 ? 
12.10.16; 5 536,00 ? ; 8 278,00 ? ; 12 965,00 ? ; 25,81 ? 
13.10.16; 5 540,00 ? ; 8 268,00 ? ; 12 959,00 ? ; 25,79 ? 
14.10.16; 5 546,00 ? ; 8 256,00 ? ; 12 951,00 ? ; 25,79 ? 
15.10.16; 5 551,00 ? ; 8 244,00 ? ; 12 943,00 ? ; 25,79 ? 
16.10.16; 5 556,00 ? ; 8 231,00 ? ; 12 932,00 ? ; 25,79 ? 
17.10.16; 5 561,00 ? ; 8 222,00 ? ; 12 919,00 ? ; 25,78 ? 
18.10.16; 5 564,00 ? ; 8 216,00 ? ; 12 905,00 ? ; 25,66 ? 
19.10.16; 5 567,00 ? ; 8 212,00 ? ; 12 888,00 ? ; 25,69 ? 
20.10.16; 5 567,00 ? ; 8 211,00 ? ; 12 870,00 ? ; 25,70 ? 
21.10.16; 5 566,00 ? ; 8 214,00 ? ; 12 852,00 ? ; 25,66 ? 
22.10.16; 5 564,00 ? ; 8 222,00 ? ; 12 834,00 ? ; 25,66 ? 
23.10.16; 5 562,00 ? ; 8 234,00 ? ; 12 817,00 ? ; 25,66 ? 
24.10.16; 5 560,00 ? ; 8 251,00 ? ; 12 800,00 ? ; 25,64 ? 
25.10.16; 5 558,00 ? ; 8 272,00 ? ; 12 785,00 ? ; 25,60 ? 
26.10.16; 5 557,00 ? ; 8 295,00 ? ; 12 770,00 ? ; 25,58 ? 
27.10.16; 5 557,00 ? ; 8 319,00 ? ; 12 756,00 ? ; 25,53 ? 
28.10.16; 5 557,00 ? ; 8 342,00 ? ; 12 743,00 ? ; 25,50 ? 
29.10.16; 5 556,00 ? ; 8 365,00 ? ; 12 733,00 ? ; 25,50 ? 
30.10.16; 5 556,00 ? ; 8 387,00 ? ; 12 725,00 ? ; 25,50 ? 
31.10.16; 5 558,00 ? ; 8 408,00 ? ; 12 722,00 ? ; 25,52 ? 
01.11.16; 5 562,00 ? ; 8 429,00 ? ; 12 725,00 ? ; 25,58 ? 
02.11.16; 5 567,00 ? ; 8 448,00 ? ; 12 733,00 ? ; 25,56 ? 
03.11.16; 5 576,00 ? ; 8 467,00 ? ; 12 746,00 ? ; 25,59 ? 
04.11.16; 5 587,00 ? ; 8 485,00 ? ; 12 765,00 ? ; 25,58 ? 
05.11.16; 5 600,00 ? ; 8 501,00 ? ; 12 787,00 ? ; 25,58 ? 
06.11.16; 5 615,00 ? ; 8 516,00 ? ; 12 813,00 ? ; 25,58 ? 
07.11.16; 5 631,00 ? ; 8 530,00 ? ; 12 841,00 ? ; 25,57 ? 
08.11.16; 5 649,00 ? ; 8 541,00 ? ; 12 873,00 ? ; 25,56 ? 
09.11.16; 5 667,00 ? ; 8 551,00 ? ; 12 906,00 ? ; 25,56 ? 
10.11.16; 5 685,00 ? ; 8 559,00 ? ; 12 942,00 ? ; 25,58 ? 
11.11.16; 5 702,00 ? ; 8 568,00 ? ; 12 978,00 ? ; 25,63 ? 
12.11.16; 5 718,00 ? ; 8 576,00 ? ; 13 015,00 ? ; 25,63 ? 
13.11.16; 5 733,00 ? ; 8 584,00 ? ; 13 050,00 ? ; 25,63 ? 
14.11.16; 5 746,00 ? ; 8 593,00 ? ; 13 083,00 ? ; 25,75 ? 
15.11.16; 5 758,00 ? ; 8 601,00 ? ; 13 114,00 ? ; 26,01 ? 
16.11.16; 5 768,00 ? ; 8 605,00 ? ; 13 138,00 ? ; 26,35 ? 
17.11.16; 5 774,00 ? ; 8 608,00 ? ; 13 159,00 ? ; 26,05 ? 
18.11.16; 5 777,00 ? ; 8 609,00 ? ; 13 175,00 ? ; 25,90 ? 
19.11.16; 5 777,00 ? ; 8 609,00 ? ; 13 185,00 ? ; 25,90 ? 
20.11.16; 5 774,00 ? ; 8 607,00 ? ; 13 191,00 ? ; 25,90 ? 
21.11.16; 5 769,00 ? ; 8 602,00 ? ; 13 194,00 ? ; 25,78 ? 
22.11.16; 5 762,00 ? ; 8 598,00 ? ; 13 193,00 ? ; 25,66 ? 
23.11.16; 5 753,00 ? ; 8 595,00 ? ; 13 189,00 ? ; 25,59 ? 
24.11.16; 5 743,00 ? ; 8 590,00 ? ; 13 184,00 ? ; 25,59 ? 
25.11.16; 5 731,00 ? ; 8 585,00 ? ; 13 174,00 ? ; 25,72 ? 
26.11.16; 5 718,00 ? ; 8 580,00 ? ; 13 163,00 ? ; 25,72 ? 
27.11.16; 5 707,00 ? ; 8 575,00 ? ; 13 152,00 ? ; 25,72 ? 
28.11.16; 5 695,00 ? ; 8 570,00 ? ; 13 142,00 ? ; 25,66 ? 
29.11.16; 5 684,00 ? ; 8 566,00 ? ; 13 135,00 ? ; 25,60 ? 
30.11.16; 5 672,00 ? ; 8 562,00 ? ; 13 130,00 ? ; 25,56 ? 
01.12.16; 5 661,00 ? ; 8 560,00 ? ; 13 128,00 ? ; 25,64 ? 
02.12.16; 5 651,00 ? ; 8 558,00 ? ; 13 127,00 ? ; 25,90 ? 
03.12.16; 5 644,00 ? ; 8 558,00 ? ; 13 130,00 ? ; 25,90 ? 
04.12.16; 5 638,00 ? ; 8 557,00 ? ; 13 137,00 ? ; 25,90 ? 
05.12.16; 5 634,00 ? ; 8 556,00 ? ; 13 147,00 ? ; 26,13 ? 
06.12.16; 5 632,00 ? ; 8 556,00 ? ; 13 161,00 ? ; 26,10 ? 
07.12.16; 5 630,00 ? ; 8 553,00 ? ; 13 175,00 ? ; 26,02 ? 
08.12.16; 5 629,00 ? ; 8 547,00 ? ; 13 189,00 ? ; 25,77 ? 
09.12.16; 5 628,00 ? ; 8 542,00 ? ; 13 205,00 ? ; 25,88 ? 
10.12.16; 5 629,00 ? ; 8 536,00 ? ; 13 226,00 ? ; 25,88 ? 
11.12.16; 5 628,00 ? ; 8 525,00 ? ; 13 246,00 ? ; 25,88 ? 
12.12.16; 5 624,00 ? ; 8 510,00 ? ; 13 267,00 ? ; 26,17 ? 
13.12.16; 5 618,00 ? ; 8 489,00 ? ; 13 281,00 ? ; 26,11 ? 
14.12.16; 5 609,00 ? ; 8 463,00 ? ; 13 289,00 ? ; 26,31 ? 
15.12.16; 5 599,00 ? ; 8 433,00 ? ; 13 291,00 ? ; 26,30 ? 
16.12.16; 5 584,00 ? ; 8 398,00 ? ; 13 288,00 ? ; 26,33 ? 
17.12.16; 5 567,00 ? ; 8 359,00 ? ; 13 282,00 ? ; 26,33 ? 
18.12.16; 5 546,00 ? ; 8 316,00 ? ; 13 268,00 ? ; 26,33 ? 
19.12.16; 5 521,00 ? ; 8 268,00 ? ; 13 247,00 ? ; 26,40 ? 
20.12.16; 5 492,00 ? ; 8 218,00 ? ; 13 217,00 ? ; 26,47 ? 
21.12.16; 5 460,00 ? ; 8 163,00 ? ; 13 178,00 ? ; 26,43 ? 
22.12.16; 5 424,00 ? ; 8 107,00 ? ; 13 132,00 ? ; 26,29 ? 
23.12.16; 5 386,00 ? ; 8 049,00 ? ; 13 080,00 ? ; 26,27 ? 
24.12.16; 5 346,00 ? ; 7 987,00 ? ; 13 017,00 ? ; 26,27 ? 
25.12.16; 5 304,00 ? ; 7 922,00 ? ; 12 946,00 ? ; 26,27 ? 
26.12.16; 5 263,00 ? ; 7 861,00 ? ; 12 870,00 ? ; 26,37 ? 
27.12.16; 5 226,00 ? ; 7 803,00 ? ; 12 791,00 ? ; 26,37 ? 
28.12.16; 5 191,00 ? ; 7 749,00 ? ; 12 712,00 ? ; 26,89 ? 
29.12.16; 5 158,00 ? ; 7 698,00 ? ; 12 634,00 ? ; 27,19 ? 
30.12.16; 5 129,00 ? ; 7 651,00 ? ; 12 556,00 ? ; 27,19 ? 
31.12.16; 5 103,00 ? ; 7 607,00 ? ; 12 480,00 ? ; 27,19 ? 
01.01.17; 5 081,00 ? ; 7 567,00 ? ; 12 405,00 ? ; 27,19 ? 
02.01.17; 5 062,00 ? ; 7 530,00 ? ; 12 332,00 ? ; 27,19 ? 
03.01.17; 5 046,00 ? ; 7 497,00 ? ; 12 262,00 ? ; 27,19 ? 
04.01.17; 5 035,00 ? ; 7 467,00 ? ; 12 198,00 ? ; 26,69 ? 
05.01.17; 5 027,00 ? ; 7 440,00 ? ; 12 140,00 ? ; 26,69 ? 
06.01.17; 5 021,00 ? ; 7 414,00 ? ; 12 090,00 ? ; 27,02 ? 
07.01.17; 5 018,00 ? ; 7 390,00 ? ; 12 045,00 ? ; 27,02 ? 
08.01.17; 5 017,00 ? ; 7 368,00 ? ; 12 009,00 ? ; 27,02 ? 
09.01.17; 5 019,00 ? ; 7 348,00 ? ; 11 978,00 ? ; 27,02 ? 
10.01.17; 5 020,00 ? ; 7 328,00 ? ; 11 948,00 ? ; 27,19 ? 
11.01.17; 5 022,00 ? ; 7 309,00 ? ; 11 921,00 ? ; 27,11 ? 
12.01.17; 5 023,00 ? ; 7 289,00 ? ; 11 897,00 ? ; 27,25 ? 
13.01.17; 5 025,00 ? ; 7 270,00 ? ; 11 880,00 ? ; 27,67 ? 
14.01.17; 5 026,00 ? ; 7 250,00 ? ; 11 868,00 ? ; 27,67 ? 
15.01.17; 5 027,00 ? ; 7 229,00 ? ; 11 857,00 ? ; 27,67 ? 
16.01.17; 5 027,00 ? ; 7 208,00 ? ; 11 845,00 ? ; 27,72 ? 
17.01.17; 5 027,00 ? ; 7 187,00 ? ; 11 834,00 ? ; 27,63 ? 
18.01.17; 5 025,00 ? ; 7 165,00 ? ; 11 829,00 ? ; 27,49 ? 
19.01.17; 5 028,00 ? ; 7 149,00 ? ; 11 829,00 ? ; 27,44 ? 
20.01.17; 5 034,00 ? ; 7 140,00 ? ; 11 829,00 ? ; 27,43 ? 
21.01.17; 5 046,00 ? ; 7 140,00 ? ; 11 834,00 ? ; 27,43 ? 
22.01.17; 5 061,00 ? ; 7 148,00 ? ; 11 844,00 ? ; 27,43 ? 
23.01.17; 5 081,00 ? ; 7 165,00 ? ; 11 858,00 ? ; 27,33 ? 
24.01.17; 5 106,00 ? ; 7 189,00 ? ; 11 882,00 ? ; 27,23 ? 
25.01.17; 5 135,00 ? ; 7 222,00 ? ; 11 914,00 ? ; 27,21 ? 
26.01.17; 5 169,00 ? ; 7 261,00 ? ; 11 955,00 ? ; 27,21 ? 
27.01.17; 5 207,00 ? ; 7 307,00 ? ; 12 000,00 ? ; 27,19 ? 
28.01.17; 5 250,00 ? ; 7 359,00 ? ; 12 047,00 ? ; 27,19 ? 
29.01.17; 5 297,00 ? ; 7 418,00 ? ; 12 098,00 ? ; 27,19 ? 
30.01.17; 5 349,00 ? ; 7 484,00 ? ; 12 155,00 ? ; 27,12 ? 
31.01.17; 5 406,00 ? ; 7 555,00 ? ; 12 220,00 ? ; 27,08 ? 
01.02.17; 5 467,00 ? ; 7 633,00 ? ; 12 294,00 ? ; 27 
02.02.17; 5 533,00 ? ; 7 718,00 ? ; 12 369,00 ? ; 26,99 ? 
03.02.17; 5 596,00 ? ; 7 797,00 ? ; 12 440,00 ? ; 27,08 ? 
04.02.17; 5 653,00 ? ; 7 872,00 ? ; 12 514,00 ? ; 27,08 ? 
05.02.17; 5 707,00 ? ; 7 938,00 ? ; 12 585,00 ? ; 27,08 ? 
06.02.17; 5 756,00 ? ; 7 997,00 ? ; 12 650,00 ? ; 27,26 ? 
07.02.17; 5 800,00 ? ; 8 047,00 ? ; 12 711,00 ? ; 27,03 ? 
08.02.17; 5 840,00 ? ; 8 090,00 ? ; 12 764,00 ? ; 26,91 ? 
09.02.17; 5 876,00 ? ; 8 125,00 ? ; 12 811,00 ? ; 27,03 ? 
10.02.17; 5 907,00 ? ; 8 154,00 ? ; 12 852,00 ? ; 27,21 ? 
11.02.17; 5 933,00 ? ; 8 178,00 ? ; 12 888,00 ? ; 27,21 ? 
12.02.17; 5 956,00 ? ; 8 196,00 ? ; 12 919,00 ? ; 27,21 ? 
13.02.17; 5 973,00 ? ; 8 208,00 ? ; 12 946,00 ? ; 27,17 ? 
14.02.17; 5 987,00 ? ; 8 215,00 ? ; 12 968,00 ? ; 27,23 ? 
15.02.17; 5 996,00 ? ; 8 219,00 ? ; 12 982,00 ? ; 26,99 ? 
16.02.17; 6 000,00 ? ; 8 217,00 ? ; 12 991,00 ? ; 26,99 ? 
17.02.17; 6 000,00 ? ; 8 210,00 ? ; 12 996,00 ? ; 27,03 ? 
18.02.17; 6 000,00 ? ; 8 204,00 ? ; 13 000,00 ? ; 27,03 ? 
19.02.17; 6 000,00 ? ; 8 198,00 ? ; 13 001,00 ? ; 27,03 ? 
20.02.17; 6 000,00 ? ; 8 194,00 ? ; 13 002,00 ? ; 27,03 ? 
21.02.17; 6 000,00 ? ; 8 192,00 ? ; 13 003,00 ? ; 27,04 ? 
22.02.17; 6 000,00 ? ; 8 191,00 ? ; 13 005,00 ? ; 26,97 ? 
23.02.17; 6 000,00 ? ; 8 192,00 ? ; 13 007,00 ? ; 26,91 ? 
24.02.17; 6 000,00 ? ; 8 194,00 ? ; 13 009,00 ? ; 26,98 ? 
25.02.17; 6 000,00 ? ; 8 196,00 ? ; 13 012,00 ? ; 26,98 ? 
26.02.17; 6 000,00 ? ; 8 200,00 ? ; 13 016,00 ? ; 26,98 ? 
27.02.17; 6 000,00 ? ; 8 205,00 ? ; 13 022,00 ? ; 27,05 ? 
28.02.17; 6 000,00 ? ; 8 211,00 ? ; 13 029,00 ? ; 27,16 ? 
01.03.17; 6 000,00 ? ; 8 217,00 ? ; 13 039,00 ? ; 27,18 ? 
02.03.17; 6 000,00 ? ; 8 224,00 ? ; 13 051,00 ? ; 27,09 ? 
03.03.17; 6 000,00 ? ; 8 232,00 ? ; 13 065,00 ? ; 27,12 ? 
04.03.17; 6 000,00 ? ; 8 240,00 ? ; 13 082,00 ? ; 27,12 ? 
05.03.17; 6 000,00 ? ; 8 250,00 ? ; 13 100,00 ? ; 27,12 ? 
06.03.17; 6 000,00 ? ; 8 260,00 ? ; 13 120,00 ? ; 27,02 ? 
07.03.17; 6 000,00 ? ; 8 271,00 ? ; 13 141,00 ? ; 26,96 ? 
08.03.17; 6 000,00 ? ; 8 283,00 ? ; 13 163,00 ? ; 26,96 ? 
09.03.17; 6 000,00 ? ; 8 297,00 ? ; 13 186,00 ? ; 26,91 ? 
10.03.17; 6 000,00 ? ; 8 315,00 ? ; 13 210,00 ? ; 26,81 ? 
11.03.17; 6 000,00 ? ; 8 335,00 ? ; 13 235,00 ? ; 26,81 ? 
12.03.17; 6 000,00 ? ; 8 357,00 ? ; 13 263,00 ? ; 26,81 ? 
13.03.17; 6 000,00 ? ; 8 381,00 ? ; 13 289,00 ? ; 26,89 ? 
14.03.17; 6 000,00 ? ; 8 408,00 ? ; 13 317,00 ? ; 26,90 ? 
15.03.17; 6 000,00 ? ; 8 437,00 ? ; 13 343,00 ? ; 26,88 ? 
16.03.17; 6 000,00 ? ; 8 467,00 ? ; 13 369,00 ? ; 26,98 ? 
17.03.17; 6 000,00 ? ; 8 498,00 ? ; 13 393,00 ? ; 26,91 ? 
18.03.17; 6 000,00 ? ; 8 529,00 ? ; 13 416,00 ? ; 26,91 ? 
19.03.17; 6 000,00 ? ; 8 561,00 ? ; 13 439,00 ? ; 26,91 ? 
20.03.17; 6 000,00 ? ; 8 593,00 ? ; 13 463,00 ? ; 26,89 ? 
21.03.17; 6 000,00 ? ; 8 626,00 ? ; 13 487,00 ? ; 26,85 ? 
22.03.17; 6 000,00 ? ; 8 660,00 ? ; 13 511,00 ? ; 26,92 ? 
23.03.17; 6 000,00 ? ; 8 694,00 ? ; 13 537,00 ? ; 27,06 ? 
24.03.17; 6 000,00 ? ; 8 725,00 ? ; 13 563,00 ? ; 27,12 ? 
25.03.17; 6 000,00 ? ; 8 753,00 ? ; 13 592,00 ? ; 27,12 ? 
26.03.17; 6 000,00 ? ; 8 779,00 ? ; 13 621,00 ? ; 27,12 ? 
27.03.17; 6 000,00 ? ; 8 802,00 ? ; 13 650,00 ? ; 27,15 ? 
28.03.17; 6 000,00 ? ; 8 822,00 ? ; 13 680,00 ? ; 27,12 ? 
29.03.17; 6 000,00 ? ; 8 839,00 ? ; 13 710,00 ? ; 27,04 ? 
30.03.17; 6 000,00 ? ; 8 853,00 ? ; 13 739,00 ? ; 26,98 ? 
31.03.17; 6 000,00 ? ; 8 866,00 ? ; 13 770,00 ? ; 27,02 ? 
01.04.17; 6 000,00 ? ; 8 878,00 ? ; 13 804,00 ? ; 27,02 ? 
02.04.17; 6 000,00 ? ; 8 889,00 ? ; 13 838,00 ? ; 27,02 ? 
03.04.17; 6 000,00 ? ; 8 899,00 ? ; 13 870,00 ? ; 27,02 ? 
04.04.17; 6 000,00 ? ; 8 907,00 ? ; 13 900,00 ? ; 27,12 ? 
05.04.17; 6 000,00 ? ; 8 914,00 ? ; 13 928,00 ? ; 27,16 ? 
06.04.17; 6 000,00 ? ; 8 920,00 ? ; 13 954,00 ? ; 27,10 ? 
07.04.17; 6 000,00 ? ; 8 924,00 ? ; 13 977,00 ? ; 26,97 ? 
08.04.17; 6 000,00 ? ; 8 930,00 ? ; 13 998,00 ? ; 26,97 ? 
09.04.17; 6 000,00 ? ; 8 935,00 ? ; 14 015,00 ? ; 26,97 ? 
10.04.17; 6 000,00 ? ; 8 941,00 ? ; 14 030,00 ? ; 26,93 ? 
11.04.17; 6 000,00 ? ; 8 946,00 ? ; 14 043,00 ? ; 26,89 ? 
12.04.17; 6 000,00 ? ; 8 951,00 ? ; 14 055,00 ? ; 26,88 ? 
13.04.17; 6 000,00 ? ; 8 956,00 ? ; 14 066,00 ? ; 26,86 ? 
14.04.17; 6 000,00 ? ; 8 959,00 ? ; 14 077,00 ? ; 26,81 ? 
15.04.17; 6 000,00 ? ; 8 961,00 ? ; 14 083,00 ? ; 26,81 ? 
16.04.17; 6 000,00 ? ; 8 961,00 ? ; 14 085,00 ? ; 26,81 ? 
17.04.17; 6 000,00 ? ; 8 959,00 ? ; 14 084,00 ? ; 26,81 ? 
18.04.17; 6 000,00 ? ; 8 957,00 ? ; 14 082,00 ? ; 26,84 ? 
19.04.17; 6 000,00 ? ; 8 954,00 ? ; 14 079,00 ? ; 26,79 ? 
20.04.17; 6 000,00 ? ; 8 950,00 ? ; 14 074,00 ? ; 26,76 ? 
21.04.17; 6 000,00 ? ; 8 946,00 ? ; 14 065,00 ? ; 26,73 ? 
22.04.17; 6 000,00 ? ; 8 942,00 ? ; 14 055,00 ? ; 26,73 ? 
23.04.17; 6 000,00 ? ; 8 936,00 ? ; 14 042,00 ? ; 26,73 ? 
24.04.17; 6 000,00 ? ; 8 931,00 ? ; 14 029,00 ? ; 26,67 ? 
25.04.17; 6 000,00 ? ; 8 925,00 ? ; 14 016,00 ? ; 26,63 ? 
26.04.17; 6 000,00 ? ; 8 919,00 ? ; 14 000,00 ? ; 26,59 ? 
27.04.17; 6 000,00 ? ; 8 914,00 ? ; 13 980,00 ? ; 26,55 ? 
28.04.17; 6 000,00 ? ; 8 911,00 ? ; 13 955,00 ? ; 26,56 ? 
29.04.17; 6 000,00 ? ; 8 910,00 ? ; 13 925,00 ? ; 26,56 ? 
30.04.17; 6 000,00 ? ; 8 911,00 ? ; 13 892,00 ? ; 26,56 ? 
01.05.17; 6 000,00 ? ; 8 913,00 ? ; 13 857,00 ? ; 26,56 ? 
02.05.17; 6 000,00 ? ; 8 917,00 ? ; 13 821,00 ? ; 26,56 ? 
03.05.17; 6 000,00 ? ; 8 920,00 ? ; 13 781,00 ? ; 26,52 ? 
04.05.17; 6 000,00 ? ; 8 923,00 ? ; 13 738,00 ? ; 26,49 ? 
05.05.17; 6 000,00 ? ; 8 924,00 ? ; 13 695,00 ? ; 26,51 ? 
06.05.17; 6 000,00 ? ; 8 925,00 ? ; 13 654,00 ? ; 26,51 ? 
07.05.17; 6 000,00 ? ; 8 924,00 ? ; 13 615,00 ? ; 26,51 ? 
08.05.17; 6 000,00 ? ; 8 922,00 ? ; 13 575,00 ? ; 26,51 ? 
09.05.17; 6 000,00 ? ; 8 919,00 ? ; 13 534,00 ? ; 26,51 ? 
10.05.17; 6 000,00 ? ; 8 915,00 ? ; 13 491,00 ? ; 26,46 ? 
11.05.17; 6 000,00 ? ; 8 908,00 ? ; 13 447,00 ? ; 26,43 ? 
12.05.17; 6 000,00 ? ; 8 899,00 ? ; 13 407,00 ? ; 26,47 ? 
13.05.17; 6 000,00 ? ; 8 886,00 ? ; 13 369,00 ? ; 26,47 ? 
14.05.17; 6 000,00 ? ; 8 870,00 ? ; 13 335,00 ? ; 26,47 ? 
15.05.17; 6 000,00 ? ; 8 852,00 ? ; 13 302,00 ? ; 26,47 ? 
16.05.17; 6 000,00 ? ; 8 831,00 ? ; 13 272,00 ? ; 26,43 ? 
17.05.17; 6 000,00 ? ; 8 809,00 ? ; 13 244,00 ? ; 26,42 ? 
18.05.17; 6 000,00 ? ; 8 786,00 ? ; 13 216,00 ? ; 26,39 ? 
19.05.17; 6 000,00 ? ; 8 763,00 ? ; 13 191,00 ? ; 26,37 ? 
20.05.17; 6 000,00 ? ; 8 740,00 ? ; 13 166,00 ? ; 26,37 ? 
21.05.17; 6 000,00 ? ; 8 716,00 ? ; 13 138,00 ? ; 26,37 ? 
22.05.17; 6 000,00 ? ; 8 693,00 ? ; 13 109,00 ? ; 26,34 ? 
23.05.17; 6 000,00 ? ; 8 671,00 ? ; 13 078,00 ? ; 26,30 ? 
24.05.17; 6 000,00 ? ; 8 648,00 ? ; 13 045,00 ? ; 26,27 ? 
25.05.17; 6 000,00 ? ; 8 627,00 ? ; 13 012,00 ? ; 26,28 ? 
26.05.17; 6 000,00 ? ; 8 607,00 ? ; 12 978,00 ? ; 26,35 ? 
27.05.17; 6 000,00 ? ; 8 589,00 ? ; 12 944,00 ? ; 26,35 ? 
28.05.17; 6 000,00 ? ; 8 574,00 ? ; 12 909,00 ? ; 26,35 ? 
29.05.17; 6 000,00 ? ; 8 561,00 ? ; 12 872,00 ? ; 26,39 ? 
30.05.17; 6 000,00 ? ; 8 550,00 ? ; 12 837,00 ? ; 26,35 ? 
31.05.17; 6 000,00 ? ; 8 541,00 ? ; 12 802,00 ? ; 26,31 ? 
01.06.17; 6 000,00 ? ; 8 534,00 ? ; 12 768,00 ? ; 26,27 ? 
02.06.17; 6 000,00 ? ; 8 529,00 ? ; 12 735,00 ? ; 26,28 ? 
03.06.17; 6 000,00 ? ; 8 525,00 ? ; 12 704,00 ? ; 26,28 ? 
04.06.17; 6 000,00 ? ; 8 523,00 ? ; 12 677,00 ? ; 26,28 ? 
05.06.17; 6 000,00 ? ; 8 524,00 ? ; 12 652,00 ? ; 26,28 ? 
06.06.17; 6 000,00 ? ; 8 528,00 ? ; 12 630,00 ? ; 26,25 ? 
07.06.17; 6 000,00 ? ; 8 535,00 ? ; 12 613,00 ? ; 26,21 ? 
08.06.17; 6 000,00 ? ; 8 545,00 ? ; 12 602,00 ? ; 26,15 ? 
09.06.17; 6 000,00 ? ; 8 558,00 ? ; 12 596,00 ? ; 26,12 ? 
10.06.17; 6 000,00 ? ; 8 573,00 ? ; 12 595,00 ? ; 26,12 ? 
11.06.17; 6 000,00 ? ; 8 589,00 ? ; 12 598,00 ? ; 26,12 ? 
12.06.17; 6 000,00 ? ; 8 608,00 ? ; 12 606,00 ? ; 26,07 ? 
13.06.17; 6 000,00 ? ; 8 629,00 ? ; 12 617,00 ? ; 26 
14.06.17; 6 000,00 ? ; 8 651,00 ? ; 12 630,00 ? ; 26,01 ? 
15.06.17; 6 000,00 ? ; 8 674,00 ? ; 12 647,00 ? ; 26,01 ? 
16.06.17; 6 000,00 ? ; 8 698,00 ? ; 12 666,00 ? ; 26,02 ? 
17.06.17; 6 000,00 ? ; 8 724,00 ? ; 12 688,00 ? ; 26,02 ? 
18.06.17; 6 000,00 ? ; 8 752,00 ? ; 12 712,00 ? ; 26,02 ? 
19.06.17; 6 000,00 ? ; 8 781,00 ? ; 12 736,00 ? ; 26,02 ? 
20.06.17; 6 000,00 ? ; 8 808,00 ? ; 12 763,00 ? ; 26,03 ? 
21.06.17; 6 000,00 ? ; 8 834,00 ? ; 12 791,00 ? ; 26,02 ? 
22.06.17; 6 000,00 ? ; 8 857,00 ? ; 12 819,00 ? ; 26,03 ? 
23.06.17; 6 000,00 ? ; 8 878,00 ? ; 12 844,00 ? ; 26,03 ? 
24.06.17; 6 000,00 ? ; 8 896,00 ? ; 12 868,00 ? ; 26,03 ? 
25.06.17; 6 000,00 ? ; 8 910,00 ? ; 12 890,00 ? ; 26,03 ? 
26.06.17; 6 000,00 ? ; 8 922,00 ? ; 12 909,00 ? ; 26,04 ? 
